,width,SRR999253,SRR999254,SRR999255
24967;FBtr0081873,2200,102,97,95
24968;FBtr0339328,2200,68,60,70
24969;FBtr0089973,2200,68,60,70
2497;FBtr0305661,2200,0,0,0
24970;FBtr0303603,2200,2,4,2
24971;FBtr0330144,2200,2,4,2
24972;FBtr0339322,2200,2,4,2
24973;FBtr0347368,2200,3,2,1
24974;FBtr0081878,2200,256,268,280
24975;FBtr0334317,2200,111,107,123
24976;FBtr0081879,2200,128,118,138
24977;FBtr0310655,2200,128,118,138
24978;FBtr0334318,2200,233,169,179
24979;FBtr0081880,2200,215,164,180
2498;FBtr0080752,2200,14,12,15
24980;FBtr0081881,2200,181,156,170
24981;FBtr0081882,2200,260,169,167
24982;FBtr0081883,2200,437,275,298
24983;FBtr0081901,2200,1600,1320,1313
24984;FBtr0081902,2200,80,97,90
24985;FBtr0337072,2200,80,97,90
24986;FBtr0081903,2200,62,74,70
24987;FBtr0305338,2200,15,9,14
24988;FBtr0305337,2200,15,9,14
24989;FBtr0343149,2200,15,9,14
2499;FBtr0300848,2200,14,12,15
24990;FBtr0081905,2200,137,118,146
24991;FBtr0300544,2200,137,118,146
24992;FBtr0300543,2200,137,118,146
24993;FBtr0081907,2200,154,163,140
24994;FBtr0081908,2200,280,295,288
24995;FBtr0081909,2200,280,295,288
24996;FBtr0081910,2200,280,295,288
24997;FBtr0300545,2200,280,295,288
24998;FBtr0081911,2200,19,16,15
24999;FBtr0337073,2200,19,16,15
25;FBtr0330636,2200,257,273,264
250;FBtr0343840,2200,51,58,69
2500;FBti0019762-RA,2200,2,2,2
25000;FBtr0346112,2200,19,16,15
25001;FBtr0081912,2200,31,27,30
25002;FBtr0301194,2200,13,7,7
25003;FBtr0081914,2200,105,85,87
25004;FBtr0081915,2200,49,48,54
25005;FBtr0308889,2200,49,48,54
25006;FBtr0337076,2200,277,229,196
25007;FBtr0081916,2200,26,23,21
25008;FBtr0112497,2200,47,38,39
25009;FBtr0081917,2200,499,474,477
2501;FBtr0343715,2200,0,0,0
25010;FBtr0081918,2200,334,349,330
25011;FBtr0081919,2200,100,73,84
25012;FBtr0344598,2200,2879,2844,2549
25013;FBtr0344597,2200,2163,2184,1911
25014;FBtr0081920,2200,1186,1162,1007
25015;FBtr0445733,2200,1186,1162,1007
25016;FBtr0445734,2200,1186,1162,1007
25017;FBtr0081921,2200,1817,1601,1710
25018;FBtr0081922,2200,1817,1601,1710
25019;FBtr0081923,2200,22,28,40
2502;FBtr0080753,2200,0,0,0
25020;FBtr0091521,2200,68,83,79
25021;FBti0019341-RA,2200,3,5,6
25022;FBti0059706-RA,2200,8,11,5
25023;FBti0020325-RA,2200,7,8,3
25024;FBti0019343-RA,2200,0,2,1
25025;FBtr0081954,2200,0,0,0
25026;FBtr0081956,2200,0,0,0
25027;FBtr0475040,2200,0,0,0
25028;FBtr0334328,2200,142,114,117
25029;FBtr0347567,2200,142,114,117
2503;FBtr0080754,2200,0,0,0
25030;FBtr0081957,2200,142,114,117
25031;FBtr0301787,2200,142,114,117
25032;FBtr0334327,2200,142,114,117
25033;FBtr0347568,2200,142,114,117
25034;FBtr0113206,2200,142,114,117
25035;FBtr0301786,2200,142,114,117
25036;FBtr0081958,2200,11,14,16
25037;FBtr0340014,2200,11,14,16
25038;FBtr0346139,2200,128,113,142
25039;FBtr0081959,2200,124,112,129
2504;FBtr0343716,2200,0,0,0
25040;FBtr0081960,2200,87,76,79
25041;FBtr0336753,2200,87,76,79
25042;FBtr0300742,2200,84,83,120
25043;FBtr0081962,2200,21,11,15
25044;FBtr0081963,2200,21,11,15
25045;FBtr0081964,2200,27,20,22
25046;FBtr0081965,2200,413,418,399
25047;FBtr0081966,2200,154,116,132
25048;FBtr0336754,2200,153,117,131
25049;FBtr0081967,2200,226,174,188
2505;FBtr0080755,2200,0,0,0
25050;FBtr0309817,2200,75,60,77
25051;FBtr0309818,2200,78,64,83
25052;FBtr0309819,2200,78,64,83
25053;FBtr0300415,2200,3,6,6
25054;FBtr0081968,2200,16,18,19
25055;FBtr0336757,2200,234,187,174
25056;FBtr0081969,2200,92,45,61
25057;FBtr0300691,2200,82,50,57
25058;FBtr0336758,2200,82,50,57
25059;FBtr0336759,2200,55,48,42
2506;FBtr0343717,2200,0,0,0
25060;FBtr0336760,2200,55,48,42
25061;FBtr0081971,2200,173,137,146
25062;FBtr0081972,2200,19,13,21
25063;FBtr0345157,2200,30,39,29
25064;FBtr0333190,2200,77,60,52
25065;FBtr0081973,2200,33,27,31
25066;FBtr0081974,2200,4,6,6
25067;FBtr0346096,2200,4,6,6
25068;FBtr0303309,2200,10,8,7
25069;FBtr0302133,2200,4,3,8
2507;FBtr0080756,2200,0,0,1
25070;FBtr0081977,2200,35,27,30
25071;FBtr0339168,2200,35,27,30
25072;FBtr0081978,2200,142,144,139
25073;FBtr0081979,2200,143,125,122
25074;FBtr0473377,2200,0,0,0
25075;FBti0020328-RA,2200,7,7,11
25076;FBti0019345-RA,2200,17,15,16
25077;FBtr0082016,2200,18,13,13
25078;FBtr0082018,2200,93,72,74
25079;FBtr0082017,2200,93,72,74
2508;FBtr0080757,2200,0,0,0
25080;FBtr0082019,2200,87,69,74
25081;FBtr0344364,2200,46,35,29
25082;FBtr0344365,2200,44,34,19
25083;FBtr0344368,2200,300,215,305
25084;FBtr0344363,2200,300,215,305
25085;FBtr0344366,2200,300,215,305
25086;FBtr0344367,2200,300,215,305
25087;FBtr0114329,2200,114,95,125
25088;FBtr0114330,2200,1566,1364,1522
25089;FBtr0344371,2200,1576,1377,1533
2509;FBti0059715-RA,2200,0,0,0
25090;FBtr0344369,2200,1576,1377,1533
25091;FBtr0310402,2200,1592,1385,1552
25092;FBtr0344370,2200,1592,1385,1552
25093;FBtr0344372,2200,1592,1385,1552
25094;FBti0019346-RA,2200,2969,2594,2887
25095;FBtr0082025,2200,1609,1443,1598
25096;FBtr0082026,2200,31,15,28
25097;FBtr0082027,2200,24,20,25
25098;FBtr0347392,2200,67,64,66
25099;FBtr0082028,2200,4,1,6
251;FBtr0308744,2200,0,0,0
2510;FBtr0080758,2200,6,1,4
25100;FBtr0082029,2200,943,867,941
25101;FBtr0082030,2200,137,114,110
25102;FBtr0300646,2200,137,114,110
25103;FBtr0082031,2200,163,123,151
25104;FBtr0334302,2200,163,123,151
25105;FBtr0111027,2200,150,133,151
25106;FBtr0302693,2200,150,133,151
25107;FBtr0302695,2200,150,133,151
25108;FBtr0302692,2200,150,133,151
25109;FBtr0111029,2200,370,325,329
2511;FBtr0080759,2200,0,0,0
25110;FBtr0111028,2200,147,148,145
25111;FBtr0302694,2200,147,148,145
25112;FBtr0111032,2200,147,148,145
25113;FBtr0334304,2200,1109,958,899
25114;FBtr0344284,2200,1109,958,899
25115;FBtr0111031,2200,846,772,720
25116;FBtr0334303,2200,846,772,720
25117;FBtr0082037,2200,846,772,720
25118;FBtr0082038,2200,161,164,153
25119;FBtr0082039,2200,161,164,153
2512;FBti0059716-RA,2200,0,0,1
25120;FBtr0302691,2200,161,164,153
25121;FBtr0111030,2200,161,164,153
25122;FBtr0344283,2200,161,164,153
25123;FBtr0082060,2200,75,81,65
25124;FBtr0082061,2200,20,15,14
25125;FBtr0082062,2200,356,309,320
25126;FBtr0082063,2200,174,149,145
25127;FBtr0334650,2200,174,149,145
25128;FBtr0334651,2200,174,149,145
25129;FBtr0334652,2200,174,149,145
2513;FBtr0344038,2200,0,7,1
25130;FBtr0345178,2200,122,96,99
25131;FBtr0082065,2200,122,96,99
25132;FBtr0113207,2200,122,96,99
25133;FBtr0304188,2200,74,55,56
25134;FBtr0304189,2200,71,55,56
25135;FBtr0472827,2200,66,52,50
25136;FBtr0082066,2200,144,148,129
25137;FBtr0082067,2200,77,66,67
25138;FBtr0082068,2200,328,298,317
25139;FBtr0082069,2200,328,298,317
2514;FBtr0343720,2200,5,10,1
25140;FBtr0334654,2200,328,298,317
25141;FBtr0082070,2200,90,98,98
25142;FBtr0082071,2200,113,113,134
25143;FBtr0332806,2200,113,113,134
25144;FBtr0334655,2200,753,632,640
25145;FBtr0082072,2200,753,632,640
25146;FBtr0082073,2200,61,51,56
25147;FBtr0082074,2200,163,141,137
25148;FBtr0082075,2200,199,170,171
25149;FBtr0334616,2200,225,212,180
2515;FBtr0080760,2200,283,280,254
25150;FBtr0334617,2200,225,212,180
25151;FBtr0082076,2200,167,134,134
25152;FBtr0082077,2200,169,162,152
25153;FBtr0082078,2200,760,623,623
25154;FBtr0082079,2200,762,625,624
25155;FBtr0306007,2200,762,625,624
25156;FBtr0082080,2200,102,99,128
25157;FBtr0344343,2200,33,20,34
25158;FBtr0082081,2200,3,2,3
25159;FBtr0308353,2200,129,116,94
2516;FBtr0080761,2200,35,36,39
25160;FBtr0082082,2200,129,116,94
25161;FBtr0082083,2200,945,800,754
25162;FBtr0082084,2200,96,91,124
25163;FBtr0082085,2200,57,79,56
25164;FBti0060443-RA,2200,45,21,28
25165;FBtr0082086,2200,193,144,153
25166;FBtr0309776,2200,67,48,38
25167;FBtr0082126,2200,140,122,135
25168;FBtr0113210,2200,140,122,135
25169;FBtr0082127,2200,109,96,117
2517;FBtr0305560,2200,35,36,39
25170;FBtr0082128,2200,86,68,75
25171;FBtr0082129,2200,86,68,75
25172;FBtr0331693,2200,112,82,101
25173;FBtr0082130,2200,16,9,27
25174;FBtr0082131,2200,275,270,256
25175;FBtr0082133,2200,228,243,217
25176;FBtr0301870,2200,208,223,186
25177;FBtr0301871,2200,208,223,186
25178;FBtr0332171,2200,208,223,186
25179;FBtr0082134,2200,141,109,111
2518;FBti0060884-RA,2200,10,16,7
25180;FBtr0100583,2200,141,109,111
25181;FBtr0082135,2200,4,5,9
25182;FBtr0334681,2200,395,351,336
25183;FBtr0082136,2200,395,352,336
25184;FBtr0091602,2200,393,352,338
25185;FBtr0113213,2200,2405,2137,2056
25186;FBtr0082139,2200,2042,1783,1873
25187;FBtr0347364,2200,2091,1830,1925
25188;FBtr0082140,2200,190,186,175
25189;FBtr0082141,2200,305,294,272
2519;FBtr0080786,2200,0,0,0
25190;FBtr0082142,2200,360,290,319
25191;FBtr0334682,2200,360,290,319
25192;FBtr0082143,2200,0,0,0
25193;FBtr0082144,2200,0,0,0
25194;FBtr0346785,2200,0,0,0
25195;FBti0019347-RA,2200,5,4,1
25196;FBtr0114581,2200,79,81,72
25197;FBtr0114582,2200,79,81,72
25198;FBtr0112576,2200,79,81,72
25199;FBtr0333685,2200,79,81,72
252;FBtr0343841,2200,0,0,0
2520;FBti0019180-RA,2200,0,0,0
25200;FBtr0479941,2200,79,81,72
25201;FBtr0333686,2200,79,81,72
25202;FBtr0114583,2200,148,151,133
25203;FBtr0112577,2200,148,151,133
25204;FBtr0305157,2200,148,151,133
25205;FBtr0479940,2200,662,606,642
25206;FBtr0445469,2200,1089,1115,1089
25207;FBtr0445468,2200,1089,1115,1089
25208;FBtr0445470,2200,1125,1139,1138
25209;FBtr0082171,2200,34,29,18
2521;FBtr0331275,2200,1,0,2
25210;FBtr0082172,2200,42,38,57
25211;FBtr0082173,2200,111,108,84
25212;FBtr0082174,2200,160,151,137
25213;FBtr0273369,2200,7,8,12
25214;FBtr0082176,2200,1,0,0
25215;FBtr0091606,2200,0,0,0
25216;FBtr0091607,2200,0,0,0
25217;FBtr0091608,2200,0,1,0
25218;FBtr0091784,2200,0,1,0
25219;FBtr0091785,2200,1,5,3
2522;FBtr0080787,2200,0,0,1
25220;FBtr0082177,2200,5,5,9
25221;FBtr0330083,2200,5,5,9
25222;FBtr0344594,2200,25,31,26
25223;FBtr0304217,2200,51,46,29
25224;FBtr0472759,2200,50,46,29
25225;FBtr0304218,2200,49,48,26
25226;FBtr0309196,2200,24,34,31
25227;FBtr0309197,2200,24,34,31
25228;FBtr0346908,2200,24,34,31
25229;FBtr0304361,2200,83,79,85
2523;FBtr0331276,2200,0,0,1
25230;FBtr0472721,2200,82,79,85
25231;FBtr0304362,2200,84,84,90
25232;FBtr0304499,2200,58,45,60
25233;FBtr0304500,2200,58,45,59
25234;FBtr0472729,2200,58,43,54
25235;FBtr0344391,2200,3,1,1
25236;FBtr0082179,2200,97,93,81
25237;FBtr0344392,2200,97,93,81
25238;FBtr0082180,2200,105,86,100
25239;FBtr0113408,2200,105,86,100
2524;FBtr0331277,2200,0,1,0
25240;FBtr0333823,2200,105,86,100
25241;FBtr0347272,2200,110,94,106
25242;FBtr0303304,2200,37,30,32
25243;FBtr0082181,2200,57,66,44
25244;FBti0060447-RA,2200,4,6,4
25245;FBtr0089477,2200,200,191,183
25246;FBtr0089475,2200,200,191,183
25247;FBtr0100471,2200,200,191,183
25248;FBtr0100472,2200,200,191,183
25249;FBti0019349-RA,2200,444,456,438
2525;FBtr0080788,2200,0,1,0
25250;FBtr0082222,2200,1971,1898,1900
25251;FBtr0110787,2200,68,52,41
25252;FBtr0303601,2200,65,50,39
25253;FBtr0345169,2200,65,50,39
25254;FBtr0345171,2200,65,50,39
25255;FBtr0332437,2200,65,50,39
25256;FBtr0345170,2200,65,50,39
25257;FBtr0303602,2200,68,74,59
25258;FBtr0337048,2200,756,753,786
25259;FBtr0082225,2200,756,753,786
2526;FBtr0342854,2200,0,0,0
25260;FBti0019352-RA,2200,1,2,2
25261;FBtr0082226,2200,21,23,23
25262;FBtr0305354,2200,54,48,54
25263;FBtr0305351,2200,54,48,54
25264;FBtr0305356,2200,54,48,54
25265;FBtr0479808,2200,54,48,54
25266;FBtr0479812,2200,54,48,54
25267;FBtr0337050,2200,54,48,54
25268;FBtr0479807,2200,54,48,54
25269;FBtr0479810,2200,54,48,54
2527;FBtr0303311,2200,0,0,0
25270;FBtr0479811,2200,54,48,54
25271;FBtr0305353,2200,7,2,9
25272;FBtr0337049,2200,7,2,9
25273;FBtr0479813,2200,7,2,9
25274;FBtr0479814,2200,7,2,9
25275;FBtr0479809,2200,7,2,9
25276;FBtr0305352,2200,3,1,4
25277;FBtr0305357,2200,3,1,4
25278;FBtr0305355,2200,3,1,4
25279;FBtr0082230,2200,74,71,105
2528;FBtr0080790,2200,0,0,0
25280;FBtr0082231,2200,60,58,72
25281;FBtr0082232,2200,44,40,47
25282;FBtr0082233,2200,8,11,8
25283;FBtr0082234,2200,3,3,3
25284;FBtr0082236,2200,0,0,0
25285;FBtr0082235,2200,0,0,0
25286;FBtr0082237,2200,1,1,2
25287;FBtr0082246,2200,34,37,49
25288;FBtr0305151,2200,34,37,49
25289;FBtr0305152,2200,34,37,49
2529;FBtr0305562,2200,0,0,0
25290;FBtr0332552,2200,288,312,305
25291;FBtr0332553,2200,288,312,305
25292;FBtr0304283,2200,18,17,23
25293;FBtr0304284,2200,18,17,23
25294;FBtr0472811,2200,18,13,21
25295;FBtr0304367,2200,17,11,19
25296;FBtr0472760,2200,17,11,19
25297;FBtr0304368,2200,17,11,19
25298;FBtr0082248,2200,44,50,62
25299;FBti0060455-RA,2200,6,10,9
253;FBtr0077928,2200,0,0,0
2530;FBti0060901-RA,2200,0,0,2
25300;FBtr0301283,2200,5,5,6
25301;FBtr0343909,2200,0,0,0
25302;FBtr0334324,2200,65,75,87
25303;FBtr0337078,2200,61,49,58
25304;FBtr0305663,2200,27,24,24
25305;FBtr0305664,2200,27,24,24
25306;FBtr0305665,2200,27,24,24
25307;FBtr0305666,2200,27,24,24
25308;FBtr0082264,2200,250,215,235
25309;FBtr0082267,2200,251,218,234
2531;FBtr0343723,2200,3,4,4
25310;FBtr0479861,2200,251,218,234
25311;FBtr0100144,2200,251,218,234
25312;FBtr0305662,2200,169,148,174
25313;FBtr0082265,2200,293,258,268
25314;FBtr0082266,2200,293,258,267
25315;FBtr0082268,2200,16,2,6
25316;FBtr0082269,2200,0,6,3
25317;FBtr0344133,2200,3,5,3
25318;FBtr0301310,2200,117,99,86
25319;FBtr0301311,2200,117,99,86
2532;FBtr0343724,2200,3,1,3
25320;FBtr0302571,2200,117,99,86
25321;FBtr0082273,2200,140,110,100
25322;FBtr0082274,2200,3,2,1
25323;FBtr0082275,2200,114,100,114
25324;FBtr0082277,2200,114,100,114
25325;FBtr0082279,2200,112,109,117
25326;FBtr0082280,2200,141,118,128
25327;FBti0019354-RA,2200,14,13,21
25328;FBtr0082281,2200,4,4,9
25329;FBtr0301933,2200,5,5,7
2533;FBtr0080792,2200,2,6,2
25330;FBtr0304663,2200,5,5,7
25331;FBtr0304664,2200,5,5,7
25332;FBtr0304665,2200,5,5,7
25333;FBtr0304666,2200,5,5,7
25334;FBtr0304667,2200,80,67,55
25335;FBtr0344026,2200,80,67,55
25336;FBtr0300045,2200,77,68,53
25337;FBtr0302201,2200,77,68,53
25338;FBtr0113216,2200,104,105,94
25339;FBtr0082286,2200,145,119,109
2534;FBtr0300612,2200,8,6,7
25340;FBtr0302202,2200,165,138,128
25341;FBtr0082287,2200,203,160,189
25342;FBtr0306640,2200,275,260,254
25343;FBtr0082288,2200,275,260,254
25344;FBtr0330150,2200,275,260,254
25345;FBtr0082289,2200,306,280,255
25346;FBtr0082324,2200,115,103,88
25347;FBtr0082325,2200,38,37,36
25348;FBti0060896-RA,2200,0,0,1
25349;FBtr0082326,2200,0,1,1
2535;FBtr0300613,2200,77,91,95
25350;FBti0019355-RA,2200,1,0,1
25351;FBti0060911-RA,2200,0,2,0
25352;FBtr0346217,2200,0,1,1
25353;FBtr0301070,2200,26,26,24
25354;FBtr0110808,2200,26,26,24
25355;FBtr0309182,2200,0,0,0
25356;FBtr0309183,2200,0,0,0
25357;FBtr0346255,2200,0,0,0
25358;FBtr0082336,2200,0,0,1
25359;FBtr0082337,2200,11,10,10
2536;FBti0019182-RA,2200,8,3,10
25360;FBtr0082338,2200,27,29,14
25361;FBtr0082339,2200,114,78,84
25362;FBtr0335216,2200,114,78,84
25363;FBtr0082340,2200,1,0,0
25364;FBtr0335217,2200,1,0,0
25365;FBtr0082341,2200,0,0,3
25366;FBtr0335218,2200,14,13,17
25367;FBtr0113220,2200,24,12,20
25368;FBtr0335219,2200,24,12,20
25369;FBtr0335220,2200,24,12,20
2537;FBtr0300614,2200,2,3,6
25370;FBtr0113219,2200,25,24,23
25371;FBtr0113218,2200,69,63,50
25372;FBtr0082344,2200,916,846,815
25373;FBtr0347181,2200,916,846,815
25374;FBtr0113221,2200,2091,1838,1821
25375;FBtr0082347,2200,264,260,231
25376;FBtr0082346,2200,264,260,231
25377;FBtr0302586,2200,264,260,231
25378;FBtr0336783,2200,264,260,231
25379;FBtr0114331,2200,689,601,592
2538;FBtr0300064,2200,2,3,6
25380;FBtr0114332,2200,925,828,816
25381;FBtr0091755,2200,1349,1189,1135
25382;FBtr0114333,2200,2017,1829,1730
25383;FBtr0082351,2200,2029,1908,1822
25384;FBtr0346098,2200,2029,1908,1822
25385;FBtr0082352,2200,209,186,195
25386;FBtr0082353,2200,100,101,114
25387;FBtr0082354,2200,102,109,81
25388;FBti0060913-RA,2200,101,109,82
25389;FBtr0304707,2200,90,100,82
2539;FBtr0300065,2200,2,3,6
25390;FBtr0304708,2200,90,100,82
25391;FBtr0082355,2200,70,68,65
25392;FBtr0339400,2200,70,68,65
25393;FBtr0082356,2200,54,48,58
25394;FBtr0304709,2200,54,48,58
25395;FBtr0082357,2200,49,33,40
25396;FBtr0082358,2200,684,638,598
25397;FBtr0344396,2200,0,0,0
25398;FBtr0304604,2200,20,30,29
25399;FBtr0304608,2200,47,46,49
254;FBtr0343842,2200,15,13,12
2540;FBtr0332014,2200,8,8,5
25400;FBtr0304603,2200,97,125,139
25401;FBtr0347162,2200,28,42,31
25402;FBtr0304605,2200,1001,969,1094
25403;FBtr0304607,2200,1001,969,1094
25404;FBtr0304606,2200,1001,969,1094
25405;FBtr0082384,2200,1025,1107,1171
25406;FBtr0082385,2200,144,129,129
25407;FBtr0334308,2200,144,129,129
25408;FBtr0309779,2200,101,89,96
25409;FBtr0082386,2200,26,23,24
2541;FBtr0080800,2200,0,0,0
25410;FBtr0346638,2200,27,26,26
25411;FBtr0346409,2200,139,118,96
25412;FBtr0082387,2200,146,144,148
25413;FBtr0300901,2200,163,139,171
25414;FBtr0339374,2200,163,139,171
25415;FBtr0082390,2200,371,352,365
25416;FBtr0339375,2200,355,337,354
25417;FBtr0082391,2200,116,95,107
25418;FBtr0082392,2200,173,151,162
25419;FBtr0082393,2200,6,7,10
2542;FBtr0343725,2200,0,0,0
25420;FBtr0339376,2200,6,7,10
25421;FBtr0346253,2200,2,1,0
25422;FBtr0082394,2200,18,15,9
25423;FBtr0082395,2200,45,41,29
25424;FBtr0344397,2200,203,161,187
25425;FBtr0082409,2200,0,0,0
25426;FBtr0082410,2200,19,10,14
25427;FBtr0302027,2200,7,7,15
25428;FBtr0301159,2200,0,0,0
25429;FBtr0082413,2200,44,38,35
2543;FBtr0305563,2200,0,0,0
25430;FBtr0082414,2200,71,67,66
25431;FBtr0299566,2200,211,165,194
25432;FBtr0082416,2200,40,40,34
25433;FBtr0082417,2200,39,30,31
25434;FBtr0082418,2200,32,21,19
25435;FBtr0335446,2200,298,266,244
25436;FBtr0082420,2200,143,127,135
25437;FBtr0335447,2200,143,127,135
25438;FBtr0335448,2200,143,127,135
25439;FBtr0299789,2200,62,48,59
2544;FBtr0308754,2200,0,0,0
25440;FBtr0082423,2200,241,228,261
25441;FBtr0082424,2200,380,350,332
25442;FBtr0082425,2200,1,1,4
25443;FBtr0335209,2200,1,1,4
25444;FBtr0082426,2200,0,0,0
25445;FBtr0347165,2200,0,0,0
25446;FBtr0082427,2200,1,0,0
25447;FBtr0473586,2200,0,0,0
25448;FBtr0082429,2200,15,16,15
25449;FBtr0335210,2200,15,16,15
2545;FBtr0343726,2200,0,0,0
25450;FBtr0082430,2200,1,0,1
25451;FBtr0335211,2200,7,11,7
25452;FBtr0082431,2200,34,36,40
25453;FBtr0304646,2200,64,57,59
25454;FBtr0346237,2200,2,4,7
25455;FBtr0082471,2200,342,321,298
25456;FBtr0301826,2200,342,321,298
25457;FBtr0082470,2200,342,321,298
25458;FBtr0082472,2200,322,284,263
25459;FBtr0082473,2200,284,244,287
2546;FBtr0080801,2200,16,14,21
25460;FBtr0082474,2200,505,434,471
25461;FBtr0334890,2200,505,434,471
25462;FBtr0347553,2200,505,434,471
25463;FBtr0082475,2200,1,0,1
25464;FBtr0301041,2200,27,18,19
25465;FBtr0301042,2200,27,18,19
25466;FBtr0301079,2200,188,187,179
25467;FBtr0082478,2200,1,1,4
25468;FBtr0082479,2200,115,104,127
25469;FBtr0082480,2200,115,104,127
2547;FBtr0343727,2200,16,14,21
25470;FBtr0082481,2200,115,104,127
25471;FBtr0082482,2200,5,11,9
25472;FBtr0082483,2200,50,36,51
25473;FBtr0082484,2200,275,309,279
25474;FBtr0334153,2200,275,309,279
25475;FBtr0082485,2200,350,282,330
25476;FBtr0334154,2200,350,282,330
25477;FBtr0082487,2200,48,50,51
25478;FBtr0113224,2200,119,103,86
25479;FBtr0082537,2200,50,41,32
2548;FBtr0332227,2200,61,81,70
25480;FBtr0082538,2200,0,0,0
25481;FBtr0301722,2200,0,0,0
25482;FBtr0301724,2200,0,0,0
25483;FBtr0339639,2200,0,0,0
25484;FBtr0301723,2200,0,0,0
25485;FBtr0082542,2200,14,16,10
25486;FBtr0339641,2200,75,74,65
25487;FBtr0082543,2200,103,84,72
25488;FBtr0300126,2200,103,84,72
25489;FBtr0339642,2200,103,84,72
2549;FBtr0332228,2200,11,6,6
25490;FBtr0082544,2200,0,0,0
25491;FBtr0309189,2200,0,1,3
25492;FBtr0082545,2200,1,1,1
25493;FBtr0082558,2200,0,0,0
25494;FBti0060997-RA,2200,0,1,0
25495;FBtr0306051,2200,9,15,12
25496;FBtr0347166,2200,50,62,67
25497;FBtr0082559,2200,12,7,15
25498;FBtr0309310,2200,9,12,5
25499;FBtr0082560,2200,0,0,0
255;FBtr0308745,2200,41,30,33
2550;FBtr0332230,2200,11,6,6
25500;FBtr0334690,2200,0,0,1
25501;FBtr0346252,2200,2,1,1
25502;FBtr0082561,2200,0,2,2
25503;FBtr0334691,2200,1,1,1
25504;FBtr0082562,2200,1,1,1
25505;FBtr0334692,2200,1,2,1
25506;FBtr0347167,2200,1,2,1
25507;FBtr0334693,2200,0,1,1
25508;FBtr0082565,2200,2,3,1
25509;FBtr0300319,2200,0,0,0
2551;FBtr0080802,2200,10,6,6
25510;FBtr0347168,2200,0,0,0
25511;FBtr0082563,2200,13,10,12
25512;FBtr0082564,2200,17,17,17
25513;FBtr0331183,2200,17,17,17
25514;FBtr0479795,2200,17,17,17
25515;FBtr0082566,2200,1,1,0
25516;FBtr0082567,2200,0,0,0
25517;FBtr0346250,2200,0,0,0
25518;FBtr0346251,2200,0,0,0
25519;FBtr0343912,2200,0,0,0
2552;FBtr0332229,2200,10,6,6
25520;FBtr0343913,2200,0,0,0
25521;FBtr0082568,2200,9,10,8
25522;FBtr0091921,2200,48,48,46
25523;FBtr0347169,2200,201,185,202
25524;FBtr0082569,2200,12,5,6
25525;FBtr0082570,2200,39,31,25
25526;FBtr0082571,2200,105,86,72
25527;FBtr0082572,2200,2,4,1
25528;FBtr0082573,2200,1,1,1
25529;FBtr0082574,2200,1,0,0
2553;FBtr0346121,2200,8,9,5
25530;FBtr0082575,2200,1,0,2
25531;FBtr0082576,2200,4,2,4
25532;FBtr0114565,2200,9,6,6
25533;FBtr0112654,2200,12,11,9
25534;FBtr0344385,2200,12,11,9
25535;FBtr0332161,2200,8,10,7
25536;FBtr0332162,2200,8,10,7
25537;FBtr0082580,2200,8,8,4
25538;FBtr0082579,2200,8,8,4
25539;FBtr0082578,2200,9,10,4
2554;FBtr0343693,2200,3,10,9
25540;FBtr0112656,2200,15,16,7
25541;FBtr0082583,2200,275,273,249
25542;FBtr0082584,2200,288,236,247
25543;FBtr0082585,2200,250,202,213
25544;FBtr0082586,2200,204,164,194
25545;FBtr0304744,2200,204,164,194
25546;FBtr0082587,2200,126,127,118
25547;FBtr0082588,2200,803,721,718
25548;FBtr0082589,2200,141,117,121
25549;FBtr0082590,2200,88,77,93
2555;FBti0060917-RA,2200,167,177,176
25550;FBtr0082591,2200,330,274,285
25551;FBtr0082592,2200,104,89,86
25552;FBtr0082626,2200,19,11,14
25553;FBtr0082627,2200,219,196,169
25554;FBtr0082628,2200,212,200,160
25555;FBtr0082629,2200,66,68,59
25556;FBtr0082630,2200,72,57,65
25557;FBtr0082631,2200,5045,4851,4524
25558;FBtr0082632,2200,677,655,641
25559;FBtr0082633,2200,11,6,18
2556;FBtr0080803,2200,149,148,141
25560;FBtr0082634,2200,365,349,347
25561;FBtr0303028,2200,114,119,107
25562;FBtr0082635,2200,110,117,103
25563;FBti0019362-RA,2200,0,0,2
25564;FBti0062822-RA,2200,0,0,2
25565;FBtr0082636,2200,0,1,3
25566;FBtr0347424,2200,1,4,3
25567;FBtr0082637,2200,101,111,122
25568;FBtr0347425,2200,2,0,1
25569;FBtr0082638,2200,3,0,0
2557;FBtr0344489,2200,149,148,141
25570;FBtr0082639,2200,42,36,55
25571;FBti0062854-RA,2200,32,22,22
25572;FBtr0082641,2200,790,699,735
25573;FBtr0082642,2200,790,699,735
25574;FBtr0082643,2200,566,489,535
25575;FBtr0445304,2200,566,489,535
25576;FBtr0082644,2200,53,46,46
25577;FBtr0110781,2200,3,3,5
25578;FBtr0303840,2200,0,0,0
25579;FBtr0303841,2200,0,0,0
2558;FBtr0080804,2200,68,58,63
25580;FBtr0082648,2200,13,13,5
25581;FBtr0082649,2200,15,8,15
25582;FBtr0113225,2200,15,8,15
25583;FBtr0310613,2200,0,0,0
25584;FBtr0335030,2200,0,0,0
25585;FBtr0335032,2200,0,0,0
25586;FBtr0300769,2200,0,0,0
25587;FBtr0335028,2200,0,0,0
25588;FBtr0335029,2200,0,0,0
