,width,SRR999253,SRR999254,SRR999255
10618;FBtr0086673,2200,19,21,17
10619;FBtr0086674,2200,129,128,97
1062;FBti0019128-RA,2200,0,0,0
10620;FBtr0086675,2200,300,277,236
10621;FBtr0086676,2200,314,289,261
10622;FBtr0345798,2200,314,289,261
10623;FBtr0086677,2200,184,189,175
10624;FBtr0086679,2200,91,100,78
10625;FBtr0086682,2200,91,100,78
10626;FBtr0086683,2200,91,100,78
10627;FBtr0086680,2200,62,82,78
10628;FBtr0086681,2200,62,80,73
10629;FBtr0345226,2200,19,25,35
1063;FBtr0079253,2200,2,1,1
10630;FBtr0340329,2200,21,25,34
10631;FBtr0301148,2200,735,631,675
10632;FBtr0086684,2200,735,631,675
10633;FBtr0086686,2200,735,631,675
10634;FBtr0086687,2200,735,631,675
10635;FBtr0086689,2200,735,631,675
10636;FBtr0301149,2200,735,631,675
10637;FBtr0306636,2200,735,631,675
10638;FBtr0086690,2200,91,74,83
10639;FBtr0306637,2200,91,74,83
1064;FBtr0290281,2200,0,1,0
10640;FBtr0340359,2200,91,74,83
10641;FBtr0086691,2200,650,510,620
10642;FBtr0331958,2200,554,438,486
10643;FBtr0086693,2200,554,438,486
10644;FBtr0086694,2200,264,219,241
10645;FBtr0299805,2200,264,219,241
10646;FBtr0299806,2200,264,219,241
10647;FBtr0086696,2200,74,70,77
10648;FBti0059832-RA,2200,6,4,1
10649;FBti0018965-RA,2200,3,1,1
1065;FBtr0344864,2200,0,2,0
10650;FBtr0086697,2200,3,1,1
10651;FBtr0345628,2200,3,1,1
10652;FBtr0304865,2200,48,41,53
10653;FBtr0304867,2200,48,41,53
10654;FBtr0086699,2200,589,506,516
10655;FBtr0113093,2200,6,4,12
10656;FBtr0086701,2200,474,423,379
10657;FBtr0344533,2200,474,423,379
10658;FBtr0112633,2200,3671,3088,3125
10659;FBtr0340386,2200,3284,2742,2800
1066;FBtr0079255,2200,51,44,40
10660;FBtr0445172,2200,1207,929,1041
10661;FBti0018869-RA,2200,6,1,5
10662;FBti0019026-RA,2200,4,3,4
10663;FBti0060223-RA,2200,1,0,0
10664;FBtr0086705,2200,22,23,19
10665;FBtr0086706,2200,74,65,86
10666;FBtr0086707,2200,108,93,103
10667;FBtr0086708,2200,35,34,26
10668;FBtr0086709,2200,66,62,80
10669;FBtr0086710,2200,131,88,109
1067;FBtr0343151,2200,84,66,64
10670;FBtr0345422,2200,131,88,109
10671;FBtr0086603,2200,220,190,213
10672;FBtr0091722,2200,148,131,142
10673;FBtr0304023,2200,0,1,0
10674;FBtr0304026,2200,18,14,14
10675;FBtr0340388,2200,18,14,14
10676;FBtr0344258,2200,18,14,14
10677;FBtr0344259,2200,18,14,14
10678;FBtr0304025,2200,48,54,52
10679;FBtr0304024,2200,51,56,53
1068;FBtr0079256,2200,84,66,64
10680;FBtr0086605,2200,13,3,8
10681;FBtr0086607,2200,171,140,160
10682;FBtr0340389,2200,171,140,160
10683;FBtr0091953,2200,149,112,136
10684;FBtr0086608,2200,47,47,45
10685;FBtr0345672,2200,47,47,45
10686;FBtr0309595,2200,307,283,295
10687;FBtr0309596,2200,300,282,288
10688;FBtr0309597,2200,296,277,281
10689;FBtr0100053,2200,13,12,11
1069;FBtr0079257,2200,55,45,21
10690;FBtr0086609,2200,482,445,454
10691;FBtr0110970,2200,53,44,36
10692;FBtr0330004,2200,53,44,36
10693;FBtr0346955,2200,53,44,36
10694;FBtr0345950,2200,53,44,36
10695;FBtr0330005,2200,4,4,7
10696;FBtr0086611,2200,47,47,38
10697;FBtr0110971,2200,20,22,21
10698;FBtr0333776,2200,154,149,161
10699;FBtr0086613,2200,6,11,10
107;FBtr0078058,2200,34,32,24
1070;FBti0063674-RA,2200,110,110,84
10700;FBtr0340528,2200,6,2,3
10701;FBtr0340529,2200,6,2,3
10702;FBtr0308767,2200,24,24,14
10703;FBtr0086614,2200,32,20,25
10704;FBtr0086615,2200,32,20,25
10705;FBtr0086616,2200,32,20,25
10706;FBtr0112861,2200,32,20,25
10707;FBtr0112863,2200,32,20,25
10708;FBtr0112862,2200,32,20,25
10709;FBtr0330053,2200,23,17,24
1071;FBti0059767-RA,2200,0,1,1
10710;FBtr0086617,2200,28,18,27
10711;FBtr0086618,2200,987,922,912
10712;FBtr0086619,2200,68,77,67
10713;FBtr0479984,2200,35,24,27
10714;FBtr0479985,2200,39,24,32
10715;FBtr0479986,2200,39,24,32
10716;FBtr0479987,2200,490,449,442
10717;FBtr0304817,2200,57,100,76
10718;FBtr0304818,2200,10,6,9
10719;FBtr0344890,2200,10,6,9
1072;FBtr0079259,2200,254,246,276
10720;FBtr0086620,2200,329,114,170
10721;FBtr0086621,2200,765,307,422
10722;FBtr0086566,2200,23,13,19
10723;FBtr0086567,2200,23,13,19
10724;FBtr0290300,2200,23,13,19
10725;FBtr0114298,2200,3,2,2
10726;FBtr0086568,2200,8,5,19
10727;FBtr0086569,2200,8,5,19
10728;FBtr0344564,2200,8,5,19
10729;FBtr0331977,2200,76,68,69
1073;FBtr0079258,2200,282,263,295
10730;FBtr0086570,2200,73,59,62
10731;FBtr0302494,2200,100,71,88
10732;FBtr0340449,2200,401,340,433
10733;FBtr0086572,2200,401,340,433
10734;FBtr0114622,2200,401,340,433
10735;FBtr0340447,2200,401,340,433
10736;FBtr0086573,2200,396,336,418
10737;FBtr0340448,2200,396,336,418
10738;FBtr0309772,2200,308,253,318
10739;FBtr0307099,2200,109,109,107
1074;FBtr0344764,2200,147,97,103
10740;FBtr0086574,2200,2,1,1
10741;FBtr0100137,2200,2,1,1
10742;FBtr0299568,2200,2,1,1
10743;FBtr0086577,2200,18,17,11
10744;FBtr0474126,2200,18,17,11
10745;FBtr0086579,2200,7,15,18
10746;FBtr0086580,2200,285,328,304
10747;FBtr0086581,2200,285,328,304
10748;FBtr0100174,2200,263,269,223
10749;FBtr0086582,2200,263,269,223
1075;FBtr0079260,2200,147,97,103
10750;FBtr0086583,2200,263,269,223
10751;FBtr0100176,2200,263,269,223
10752;FBtr0340450,2200,263,269,223
10753;FBtr0308635,2200,3,2,6
10754;FBtr0086584,2200,22,18,20
10755;FBtr0114623,2200,22,18,20
10756;FBtr0086585,2200,304,275,305
10757;FBtr0086586,2200,304,275,305
10758;FBtr0290312,2200,304,275,305
10759;FBtr0290316,2200,304,275,305
1076;FBtr0079261,2200,267,240,250
10760;FBtr0290314,2200,304,275,305
10761;FBtr0100282,2200,304,275,305
10762;FBtr0290313,2200,304,275,305
10763;FBtr0086588,2200,12,21,12
10764;FBtr0290311,2200,12,21,12
10765;FBtr0290318,2200,12,21,12
10766;FBtr0290317,2200,12,21,12
10767;FBtr0340451,2200,12,21,12
10768;FBtr0340452,2200,12,21,12
10769;FBtr0340453,2200,12,21,12
1077;FBtr0079262,2200,203,184,197
10770;FBtr0086503,2200,213,224,206
10771;FBtr0086504,2200,213,224,206
10772;FBtr0340454,2200,213,224,206
10773;FBtr0340455,2200,213,224,206
10774;FBtr0340456,2200,213,224,206
10775;FBtr0086505,2200,446,416,438
10776;FBtr0086506,2200,70,61,60
10777;FBtr0086508,2200,70,61,60
10778;FBtr0086509,2200,70,61,60
10779;FBtr0301279,2200,70,61,60
1078;FBtr0113411,2200,203,184,197
10780;FBtr0340468,2200,70,61,60
10781;FBtr0340469,2200,70,61,60
10782;FBtr0340470,2200,1,1,1
10783;FBtr0086510,2200,13,5,6
10784;FBtr0086511,2200,0,0,0
10785;FBtr0330057,2200,0,0,0
10786;FBtr0086512,2200,0,1,0
10787;FBtr0330058,2200,0,1,0
10788;FBtr0300592,2200,1,0,0
10789;FBtr0086514,2200,1,0,0
1079;FBtr0079286,2200,189,174,206
10790;FBtr0086515,2200,105,111,77
10791;FBtr0086516,2200,412,321,362
10792;FBtr0331925,2200,412,321,362
10793;FBtr0305333,2200,5,2,4
10794;FBtr0300283,2200,237,214,218
10795;FBtr0345425,2200,237,214,218
10796;FBtr0302390,2200,34,45,29
10797;FBtr0304055,2200,11,21,21
10798;FBtr0086518,2200,11,21,21
10799;FBtr0086519,2200,24,31,25
108;FBtr0078059,2200,9,4,9
1080;FBtr0343155,2200,66,60,67
10800;FBtr0086520,2200,25,26,26
10801;FBtr0308495,2200,25,26,26
10802;FBtr0086521,2200,35,41,53
10803;FBtr0086522,2200,2,1,3
10804;FBtr0334005,2200,2,1,3
10805;FBtr0334006,2200,5,8,8
10806;FBtr0310321,2200,22,20,10
10807;FBtr0086523,2200,13,13,4
10808;FBtr0086524,2200,0,1,1
10809;FBtr0334007,2200,0,1,1
1081;FBtr0079287,2200,66,60,67
10810;FBtr0086525,2200,3,1,4
10811;FBtr0347018,2200,327,277,323
10812;FBtr0309059,2200,517,484,438
10813;FBtr0086526,2200,6,4,2
10814;FBtr0086527,2200,8,4,2
10815;FBtr0086528,2200,6,3,3
10816;FBtr0086530,2200,128,149,138
10817;FBtr0086529,2200,128,149,138
10818;FBtr0112869,2200,128,149,138
10819;FBtr0340532,2200,128,149,138
1082;FBtr0343156,2200,0,1,2
10820;FBtr0086531,2200,106,125,106
10821;FBtr0086533,2200,266,224,225
10822;FBtr0340533,2200,266,224,225
10823;FBtr0113515,2200,917,804,770
10824;FBtr0086534,2200,1325,1138,1094
10825;FBtr0340534,2200,1325,1138,1094
10826;FBtr0086535,2200,302,322,298
10827;FBtr0086461,2200,75,73,62
10828;FBtr0330243,2200,75,73,62
10829;FBtr0100390,2200,75,73,62
1083;FBtr0343157,2200,437,401,378
10830;FBtr0301505,2200,75,73,62
10831;FBtr0086450,2200,75,73,62
10832;FBtr0330245,2200,75,73,62
10833;FBtr0330244,2200,75,73,62
10834;FBtr0100393,2200,134,134,129
10835;FBtr0086457,2200,134,134,129
10836;FBtr0301506,2200,159,155,137
10837;FBtr0301504,2200,155,168,148
10838;FBtr0301503,2200,155,168,148
10839;FBtr0086462,2200,8,8,10
1084;FBtr0079288,2200,437,401,378
10840;FBtr0086463,2200,88,73,69
10841;FBtr0086464,2200,79,72,88
10842;FBtr0345929,2200,79,72,88
10843;FBtr0340535,2200,67,79,78
10844;FBtr0340536,2200,57,67,60
10845;FBtr0086465,2200,0,2,2
10846;FBtr0086466,2200,1,1,0
10847;FBtr0304898,2200,12,20,22
10848;FBtr0473613,2200,19,27,22
10849;FBtr0300829,2200,35,31,21
1085;FBtr0079289,2200,994,1006,991
10850;FBtr0340537,2200,5,6,5
10851;FBtr0340594,2200,102,98,114
10852;FBtr0303283,2200,0,0,0
10853;FBtr0086469,2200,6,2,5
10854;FBtr0309577,2200,13,4,8
10855;FBtr0309578,2200,13,4,8
10856;FBtr0309579,2200,13,4,8
10857;FBtr0306718,2200,13,5,9
10858;FBtr0086470,2200,0,1,0
10859;FBtr0336979,2200,0,0,0
1086;FBtr0079290,2200,32,31,20
10860;FBtr0336980,2200,0,0,0
10861;FBtr0086471,2200,0,0,0
10862;FBtr0340595,2200,0,1,0
10863;FBtr0086472,2200,0,0,0
10864;FBtr0086473,2200,189,145,161
10865;FBtr0330247,2200,189,145,161
10866;FBtr0086474,2200,198,147,172
10867;FBtr0086475,2200,0,0,0
10868;FBtr0340596,2200,1,0,0
10869;FBtr0086476,2200,15,24,28
1087;FBtr0343158,2200,32,31,20
10870;FBtr0086327,2200,720,626,650
10871;FBtr0340600,2200,720,626,650
10872;FBtr0086328,2200,2377,2089,2208
10873;FBtr0086329,2200,2384,2095,2215
10874;FBtr0086330,2200,10,8,7
10875;FBti0018966-RA,2200,0,1,0
10876;FBtr0086331,2200,0,0,0
10877;FBtr0086332,2200,2,2,3
10878;FBtr0472547,2200,1,0,0
10879;FBti0018993-RA,2200,0,0,0
1088;FBtr0079291,2200,21,21,28
10880;FBtr0345374,2200,547,527,498
10881;FBtr0086334,2200,0,0,0
10882;FBtr0302932,2200,5,14,6
10883;FBtr0086335,2200,5,14,6
10884;FBtr0086336,2200,14,18,26
10885;FBtr0340724,2200,0,0,0
10886;FBtr0303458,2200,0,0,0
10887;FBtr0086337,2200,0,0,0
10888;FBtr0340520,2200,0,0,0
10889;FBtr0342665,2200,0,0,0
1089;FBtr0079292,2200,44,35,47
10890;FBti0060278-RA,2200,0,1,0
10891;FBtr0300422,2200,0,1,0
10892;FBtr0306043,2200,0,1,0
10893;FBtr0086338,2200,0,1,0
10894;FBtr0086339,2200,0,0,0
10895;FBtr0342666,2200,0,0,0
10896;FBtr0342669,2200,0,0,0
10897;FBtr0342667,2200,0,0,0
10898;FBtr0305677,2200,0,0,0
10899;FBtr0086340,2200,10,15,9
109;FBtr0329832,2200,9,4,9
1090;FBtr0079293,2200,47,42,53
10900;FBtr0305676,2200,14,16,14
10901;FBtr0100846,2200,0,1,0
10902;FBtr0342668,2200,2,1,2
10903;FBtr0342682,2200,0,0,0
10904;FBtr0342683,2200,0,1,0
10905;FBtr0475310,2200,5,6,7
10906;FBtr0475312,2200,2,2,1
10907;FBtr0342684,2200,0,1,2
10908;FBtr0342685,2200,1,0,0
10909;FBtr0086309,2200,33,24,30
1091;FBtr0343863,2200,4,4,7
10910;FBtr0342687,2200,0,1,2
10911;FBtr0342688,2200,1,1,2
10912;FBtr0300692,2200,0,2,1
10913;FBtr0345372,2200,0,0,0
10914;FBtr0086312,2200,0,0,0
10915;FBtr0086313,2200,0,0,1
10916;FBtr0086314,2200,6,10,9
10917;FBtr0342671,2200,46,31,42
10918;FBtr0342672,2200,39,23,30
10919;FBtr0086315,2200,55,42,57
1092;FBtr0112553,2200,0,0,1
10920;FBtr0342673,2200,70,65,71
10921;FBtr0086316,2200,271,214,225
10922;FBtr0086270,2200,127,120,106
10923;FBtr0086271,2200,106,98,88
10924;FBtr0086272,2200,94,92,78
10925;FBtr0086273,2200,335,272,290
10926;FBtr0086274,2200,367,306,322
10927;FBtr0339542,2200,1740,1526,1519
10928;FBtr0086277,2200,225,201,216
10929;FBtr0112392,2200,43,23,39
1093;FBtr0303224,2200,151,124,156
10930;FBtr0086278,2200,3,1,2
10931;FBtr0342674,2200,0,0,0
10932;FBtr0342675,2200,1,0,0
10933;FBtr0342676,2200,0,0,0
10934;FBtr0342677,2200,0,0,0
10935;FBtr0342678,2200,290,255,273
10936;FBtr0086282,2200,142,125,131
10937;FBtr0301207,2200,0,0,2
10938;FBtr0086280,2200,0,0,2
10939;FBtr0086281,2200,24,26,18
1094;FBtr0079295,2200,151,124,156
10940;FBtr0309253,2200,27,30,20
10941;FBtr0086283,2200,186,188,185
10942;FBtr0086284,2200,186,188,185
10943;FBtr0086285,2200,186,188,185
10944;FBtr0345355,2200,233,201,233
10945;FBtr0086286,2200,16,13,22
10946;FBtr0086288,2200,6,11,10
10947;FBtr0086287,2200,6,11,10
10948;FBtr0086289,2200,0,0,1
10949;FBti0060308-RA,2200,1,0,0
1095;FBtr0343864,2200,151,124,156
10950;FBti0019027-RA,2200,0,0,0
10951;FBtr0112774,2200,17,26,23
10952;FBtr0112775,2200,17,26,23
10953;FBtr0273284,2200,17,26,23
10954;FBtr0342690,2200,17,26,23
10955;FBtr0086292,2200,103,109,88
10956;FBtr0086293,2200,659,622,506
10957;FBtr0342691,2200,659,622,506
10958;FBtr0086294,2200,847,820,663
10959;FBtr0342692,2200,331,331,273
1096;FBtr0079297,2200,66,61,74
10960;FBtr0342693,2200,12,12,6
10961;FBtr0342694,2200,5,1,3
10962;FBtr0342695,2200,3,3,2
10963;FBtr0342696,2200,3,3,5
10964;FBtr0342699,2200,2,0,0
10965;FBtr0086214,2200,224,147,163
10966;FBtr0342700,2200,1,3,4
10967;FBtr0086215,2200,24,18,27
10968;FBtr0345933,2200,55,56,57
10969;FBtr0086216,2200,865,574,645
1097;FBtr0346452,2200,20,17,22
10970;FBtr0086217,2200,4544,2891,3133
10971;FBtr0342701,2200,0,0,1
10972;FBtr0342702,2200,0,0,1
10973;FBtr0342703,2200,130,110,140
10974;FBtr0086219,2200,97,89,87
10975;FBtr0086220,2200,97,89,87
10976;FBtr0086221,2200,97,89,87
10977;FBtr0301760,2200,97,89,87
10978;FBtr0336730,2200,23,20,15
10979;FBtr0086222,2200,11,24,13
1098;FBtr0346453,2200,20,17,22
10980;FBtr0304180,2200,289,303,310
10981;FBtr0304181,2200,289,303,309
10982;FBtr0472708,2200,290,303,309
10983;FBtr0086226,2200,43,29,30
10984;FBtr0086225,2200,49,38,36
10985;FBtr0086227,2200,54,47,46
10986;FBtr0086229,2200,52,42,55
10987;FBtr0086230,2200,70,47,51
10988;FBtr0342716,2200,70,47,51
10989;FBtr0086231,2200,255,191,232
1099;FBtr0290322,2200,0,1,0
10990;FBtr0086232,2200,64,66,60
10991;FBtr0302284,2200,110,120,96
10992;FBtr0342717,2200,110,120,96
10993;FBtr0086234,2200,8,10,11
10994;FBtr0086235,2200,42,31,44
10995;FBtr0345353,2200,3,5,5
10996;FBtr0086236,2200,30,28,15
10997;FBtr0342718,2200,30,28,15
10998;FBtr0345354,2200,64,72,50
10999;FBtr0475133,2200,0,0,1
11;FBtr0345733,2200,17,19,18
110;FBtr0329833,2200,12,9,10
1100;FBtr0333516,2200,0,1,0
11000;FBtr0086237,2200,1,0,1
11001;FBtr0344877,2200,20,27,28
11002;FBtr0086238,2200,20,27,28
11003;FBtr0342720,2200,9,11,7
11004;FBti0018917-RA,2200,20,16,14
11005;FBtr0112394,2200,281,274,292
11006;FBtr0112395,2200,3,0,3
11007;FBtr0342790,2200,0,0,0
11008;FBtr0345680,2200,0,0,0
11009;FBtr0086239,2200,0,0,0
1101;FBtr0112506,2200,306,246,289
11010;FBtr0342791,2200,0,0,0
11011;FBtr0342793,2200,8,8,5
11012;FBtr0335284,2200,0,0,0
11013;FBtr0100038,2200,5287,3177,3561
11014;FBtr0071515,2200,5797,3493,3913
11015;FBtr0113368,2200,5797,3493,3913
11016;FBtr0332465,2200,5797,3493,3913
11017;FBtr0342794,2200,13,5,6
11018;FBtr0304717,2200,37,33,31
11019;FBtr0305615,2200,3,7,6
1102;FBtr0347411,2200,306,246,289
11020;FBtr0071517,2200,0,0,0
11021;FBtr0342783,2200,1,1,0
11022;FBtr0071519,2200,1270,1168,1086
11023;FBtr0091781,2200,14643,12949,13729
11024;FBtr0091692,2200,1,0,1
11025;FBtr0110813,2200,0,1,1
11026;FBtr0071520,2200,7,7,8
11027;FBtr0345666,2200,12,10,11
11028;FBtr0071521,2200,6,7,4
11029;FBtr0342788,2200,6,7,4
1103;FBtr0079299,2200,17,7,16
11030;FBtr0071522,2200,62,43,41
11031;FBtr0071524,2200,608,483,517
11032;FBtr0332594,2200,608,483,517
11033;FBtr0479792,2200,608,483,517
11034;FBtr0332593,2200,690,564,604
11035;FBtr0303195,2200,19,12,14
11036;FBtr0071526,2200,99,100,110
11037;FBtr0071527,2200,341,319,340
11038;FBtr0071528,2200,341,319,340
11039;FBtr0113369,2200,341,319,340
1104;FBtr0079300,2200,220,181,188
11040;FBtr0301892,2200,341,319,340
11041;FBtr0301893,2200,341,319,340
11042;FBtr0301894,2200,341,319,340
11043;FBtr0301895,2200,341,319,340
11044;FBtr0301896,2200,341,319,340
11045;FBtr0301897,2200,341,319,340
11046;FBtr0301898,2200,341,319,340
11047;FBtr0301899,2200,341,319,340
11048;FBtr0301900,2200,341,319,340
11049;FBtr0301901,2200,341,319,340
1105;FBtr0329943,2200,220,181,188
11050;FBtr0301902,2200,341,319,340
11051;FBtr0310057,2200,341,319,340
11052;FBtr0342839,2200,341,319,340
11053;FBtr0113371,2200,265,265,258
11054;FBtr0310056,2200,187,194,202
11055;FBtr0342838,2200,203,237,230
11056;FBtr0071530,2200,624,614,671
11057;FBtr0071532,2200,143,130,136
11058;FBtr0071533,2200,281,246,219
11059;FBtr0071534,2200,89,85,86
1106;FBtr0079301,2200,220,181,188
11060;FBtr0342840,2200,0,0,0
11061;FBtr0342841,2200,220,213,189
11062;FBtr0071535,2200,114,100,112
11063;FBtr0332423,2200,22,18,15
11064;FBtr0071536,2200,20,21,18
11065;FBtr0071537,2200,97,103,99
11066;FBtr0071538,2200,26,28,19
11067;FBtr0071539,2200,26,28,19
11068;FBtr0071540,2200,67,53,67
11069;FBtr0112644,2200,62,63,67
1107;FBtr0329942,2200,220,181,188
11070;FBtr0112645,2200,41,36,42
11071;FBtr0089600,2200,39,29,26
11072;FBtr0342842,2200,39,29,26
11073;FBtr0071567,2200,67,78,65
11074;FBtr0345356,2200,105,114,105
11075;FBtr0071569,2200,58,40,46
11076;FBtr0071570,2200,17,6,11
11077;FBtr0310045,2200,204,174,173
11078;FBtr0310044,2200,206,176,175
11079;FBtr0071573,2200,1460,1276,1315
1108;FBtr0329941,2200,220,181,188
11080;FBti0019044-RA,2200,273,257,256
11081;FBtr0071574,2200,38,38,38
11082;FBtr0071575,2200,97,73,101
11083;FBtr0071576,2200,77,70,74
11084;FBtr0071578,2200,386,291,316
11085;FBtr0071580,2200,71,58,56
11086;FBtr0071579,2200,71,58,57
11087;FBtr0100847,2200,378,311,311
11088;FBtr0071581,2200,2500,1886,2152
11089;FBtr0071582,2200,2571,1957,2200
1109;FBtr0300056,2200,272,262,287
11090;FBtr0342870,2200,2571,1957,2200
11091;FBtr0071583,2200,527,506,544
11092;FBtr0339088,2200,144,141,125
11093;FBtr0339090,2200,144,141,125
11094;FBtr0339091,2200,144,141,125
11095;FBtr0339089,2200,144,141,125
11096;FBtr0339092,2200,144,141,125
11097;FBtr0339094,2200,144,141,125
11098;FBtr0339093,2200,33,42,29
11099;FBtr0339095,2200,314,330,366
111;FBtr0078060,2200,351,269,300
1110;FBtr0079303,2200,16,21,21
11100;FBtr0342883,2200,1,0,0
11101;FBtr0112646,2200,5,11,4
11102;FBtr0342882,2200,5,11,4
11103;FBtr0347186,2200,5,11,4
11104;FBtr0071589,2200,67,73,70
11105;FBtr0071590,2200,67,73,70
11106;FBtr0071591,2200,56,56,57
11107;FBtr0342884,2200,35,36,33
11108;FBtr0071592,2200,449,406,375
11109;FBtr0071593,2200,449,406,375
1111;FBtr0339237,2200,16,21,21
11110;FBtr0305669,2200,449,406,375
11111;FBtr0302702,2200,1139,970,1038
11112;FBtr0344188,2200,1139,970,1038
11113;FBtr0302701,2200,1139,970,1038
11114;FBtr0342885,2200,1139,970,1038
11115;FBtr0344189,2200,1139,970,1038
11116;FBtr0479850,2200,84,65,81
11117;FBtr0479849,2200,84,65,81
11118;FBtr0479848,2200,90,69,83
11119;FBtr0479847,2200,90,69,83
1112;FBtr0114310,2200,8,11,3
11120;FBtr0302703,2200,50,46,54
11121;FBtr0302707,2200,50,46,54
11122;FBtr0302704,2200,28,31,32
11123;FBtr0302706,2200,28,31,32
11124;FBtr0479852,2200,56,43,44
11125;FBtr0342886,2200,56,43,44
11126;FBtr0479851,2200,56,43,44
11127;FBtr0310327,2200,65,52,70
11128;FBtr0071599,2200,66,59,69
11129;FBtr0300394,2200,66,59,69
1113;FBtr0079336,2200,66,60,44
11130;FBtr0300395,2200,66,59,69
11131;FBtr0071600,2200,45,50,51
11132;FBtr0071601,2200,60,53,53
11133;FBtr0071604,2200,68,61,70
11134;FBtr0071602,2200,68,61,70
11135;FBtr0071603,2200,68,61,70
11136;FBtr0342890,2200,68,61,70
11137;FBtr0114299,2200,86,80,101
11138;FBtr0113516,2200,66,60,75
11139;FBtr0113517,2200,66,57,73
1114;FBtr0332335,2200,214,205,179
11140;FBtr0091766,2200,48,41,53
11141;FBtr0114300,2200,81,97,82
11142;FBtr0113518,2200,181,214,181
11143;FBtr0113519,2200,180,197,166
11144;FBtr0113520,2200,163,175,151
11145;FBtr0113521,2200,157,170,147
11146;FBtr0113522,2200,141,147,124
11147;FBtr0113523,2200,123,128,106
11148;FBtr0113524,2200,103,103,85
11149;FBtr0114301,2200,95,78,66
1115;FBtr0079337,2200,214,205,179
11150;FBtr0113525,2200,229,228,223
11151;FBtr0113526,2200,215,209,214
11152;FBtr0114302,2200,173,171,159
11153;FBtr0091920,2200,157,163,151
11154;FBtr0300455,2200,110,93,121
11155;FBti0060760-RA,2200,1,2,1
11156;FBtr0071606,2200,39,27,30
11157;FBtr0342891,2200,54,32,39
11158;FBtr0071607,2200,131,124,120
11159;FBtr0071641,2200,249,233,246
1116;FBtr0479870,2200,5,2,3
11160;FBtr0475048,2200,23,13,27
11161;FBtr0089703,2200,274,240,243
11162;FBtr0089710,2200,274,240,243
11163;FBtr0089708,2200,274,240,243
11164;FBtr0089707,2200,274,240,243
11165;FBtr0089709,2200,274,240,243
11166;FBtr0089711,2200,274,240,243
11167;FBtr0089704,2200,274,240,243
11168;FBtr0089705,2200,274,240,243
11169;FBtr0089706,2200,98,74,76
1117;FBtr0079338,2200,5,2,3
11170;FBtr0071653,2200,15,8,13
11171;FBtr0071654,2200,19,27,21
11172;FBtr0300457,2200,2,1,1
11173;FBtr0300458,2200,2,1,1
11174;FBtr0342898,2200,2,1,1
11175;FBtr0342899,2200,1,0,0
11176;FBtr0300405,2200,1,0,0
11177;FBtr0344613,2200,471,419,426
11178;FBtr0071658,2200,145,142,144
11179;FBtr0304728,2200,145,142,144
1118;FBtr0079339,2200,22,25,16
11180;FBtr0071659,2200,60,58,48
11181;FBtr0342954,2200,60,54,45
11182;FBtr0071660,2200,24,32,29
11183;FBtr0330228,2200,24,32,29
11184;FBtr0071661,2200,111,113,102
11185;FBtr0071662,2200,321,347,337
11186;FBtr0113101,2200,932,835,992
11187;FBtr0300680,2200,932,835,992
11188;FBtr0113102,2200,920,830,987
11189;FBtr0300679,2200,920,830,987
1119;FBtr0309812,2200,22,25,16
11190;FBtr0071663,2200,945,867,985
11191;FBtr0342955,2200,43,17,28
11192;FBtr0345939,2200,7,4,4
11193;FBtr0345940,2200,7,4,4
11194;FBtr0299961,2200,15,16,12
11195;FBtr0299962,2200,15,16,12
11196;FBtr0302526,2200,65,64,64
11197;FBtr0299964,2200,63,61,65
11198;FBtr0071666,2200,463,458,399
11199;FBtr0071668,2200,107,88,91
112;FBtr0305350,2200,282,241,237
1120;FBtr0334840,2200,1,0,1
11200;FBtr0342957,2200,107,88,91
11201;FBtr0273308,2200,2,1,4
11202;FBtr0347184,2200,3,8,5
11203;FBtr0347185,2200,10,10,8
11204;FBtr0071670,2200,75,72,77
11205;FBtr0071671,2200,77,92,72
11206;FBtr0345486,2200,81,93,85
11207;FBtr0342958,2200,332,296,303
11208;FBtr0342959,2200,332,296,303
11209;FBtr0071672,2200,344,313,323
1121;FBtr0345446,2200,0,0,1
11210;FBtr0300625,2200,344,313,323
11211;FBtr0345487,2200,26,32,25
11212;FBtr0301410,2200,9,9,4
11213;FBtr0071708,2200,9,9,4
11214;FBtr0071709,2200,14,7,5
11215;FBtr0071710,2200,447,413,435
11216;FBtr0071712,2200,223,188,180
11217;FBtr0071711,2200,221,188,181
11218;FBtr0071713,2200,221,188,181
11219;FBti0019028-RA,2200,1,0,0
1122;FBtr0079341,2200,1,3,5
11220;FBti0019029-RA,2200,12,12,17
11221;FBtr0071714,2200,0,0,0
11222;FBtr0334046,2200,0,0,0
11223;FBtr0300226,2200,4,1,1
11224;FBtr0071716,2200,0,0,0
11225;FBtr0112397,2200,0,0,0
11226;FBtr0344886,2200,0,0,0
11227;FBtr0308944,2200,0,0,0
11228;FBtr0344884,2200,0,0,0
11229;FBti0019030-RA,2200,0,0,0
1123;FBtr0079342,2200,2,4,4
11230;FBti0060784-RA,2200,0,0,0
11231;FBtr0071720,2200,0,2,0
11232;FBtr0112593,2200,10,7,16
11233;FBtr0479817,2200,10,7,16
11234;FBtr0330338,2200,2,1,1
11235;FBtr0308748,2200,0,0,0
11236;FBtr0342977,2200,0,0,0
11237;FBtr0071723,2200,1,0,0
11238;FBtr0112594,2200,0,0,0
11239;FBtr0344888,2200,0,0,0
1124;FBtr0079343,2200,31,39,39
11240;FBtr0071726,2200,8,3,8
